"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-06-18 10:29:36",1750242576083,"analyzer2-phi.vercel.app/profile","GET","",200,"lzrsm-1750242576044-167cb78d5e87","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/profile","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",11,"fra1",133,1769,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHPKE97NCG39ER713YQQ","HyLI3aiR04XK"
"2025-06-18 10:29:36",1750242576073,"analyzer2-phi.vercel.app/simulations","GET","",200,"26lc6-1750242576044-916554401e04","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/simulations","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",14,"fra1",115,1769,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHP9C819EHG3MFM685MB","7rTnq2fPRYTn"
"2025-06-18 10:29:36",1750242576049,"analyzer2-phi.vercel.app/profile","GET","",200,"lzrsm-1750242576044-167cb78d5e87","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/middleware","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHNHBC05PR8G7A197MDF","vbGzAMVvnBKK"
"2025-06-18 10:29:36",1750242576048,"analyzer2-phi.vercel.app/simulations","GET","",200,"26lc6-1750242576044-916554401e04","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/middleware","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHNG60FBKXPR3TK1JHRH","iudbJT0AdmRm"
"2025-06-18 10:29:36",1750242576035,"analyzer2-phi.vercel.app/upload","GET","",200,"vhxr9-1750242576004-b3bc4aa2abfe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/upload","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",12,"fra1",115,1769,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHN3QGJJV7TP4509RZGH","7rTnq2fPRYTn"
"2025-06-18 10:29:36",1750242576031,"analyzer2-phi.vercel.app/dashboard","GET","",200,"7pl6v-1750242576002-10ca46facc3a","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/dashboard","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",14,"fra1",133,1769,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHMZ4PDZ6GZS0T5VYJ12","HyLI3aiR04XK"
"2025-06-18 10:29:36",1750242576009,"analyzer2-phi.vercel.app/upload","GET","",200,"vhxr9-1750242576004-b3bc4aa2abfe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/middleware","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHM9J5YZ1KKXVCYGK5CF","vbGzAMVvnBKK"
"2025-06-18 10:29:36",1750242576006,"analyzer2-phi.vercel.app/dashboard","GET","",200,"7pl6v-1750242576002-10ca46facc3a","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/middleware","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CHM6XC1CDG5PY7SR37ZD","iudbJT0AdmRm"
"2025-06-18 10:29:35",1750242575844,"analyzer2-phi.vercel.app/dashboard/calls/3cd8fe01-88b7-4bee-b825-40bcdcc11d05","GET","",-1,"vhxr9-1750242575466-e366709cfefe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/dashboard/calls/[id]","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"Protected Layout - Auth successful, rendering page for: triroars@gmail.com","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CH847TCDHFXY9MQJRF27",""
"2025-06-18 10:29:35",1750242575843,"analyzer2-phi.vercel.app/dashboard/calls/3cd8fe01-88b7-4bee-b825-40bcdcc11d05","GET","",-1,"vhxr9-1750242575466-e366709cfefe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/dashboard/calls/[id]","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"Protected Layout - User found by email: {
  id: '2759aed1-b865-402f-9bb8-faf89a879e93',
  role: 'agent',
  is_approved: true,
  company_id: '1508242e-bfca-4c67-b0f8-412b793e7c69'
}","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CH847TCDHFXY9MQJRF27",""
"2025-06-18 10:29:35",1750242575793,"analyzer2-phi.vercel.app/dashboard/calls/3cd8fe01-88b7-4bee-b825-40bcdcc11d05","GET","",-1,"vhxr9-1750242575466-e366709cfefe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/dashboard/calls/[id]","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"Protected Layout - Auth check: {
  user: 'triroars@gmail.com (2759aed1-b865-402f-9bb8-faf89a879e93)',
  error: undefined
}","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CH847TCDHFXY9MQJRF27",""
"2025-06-18 10:29:35",1750242575707,"analyzer2-phi.vercel.app/dashboard/calls/3cd8fe01-88b7-4bee-b825-40bcdcc11d05","GET","",-1,"vhxr9-1750242575466-e366709cfefe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/dashboard/calls/[id]","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",-1,"fra1",-1,-1,"⚠ Unsupported metadata viewport is configured in metadata export in /dashboard/calls/3cd8fe01-88b7-4bee-b825-40bcdcc11d05. Please move it to viewport export instead.
Read more: https://nextjs.org/docs/app/api-reference/functions/generate-viewport","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CH847TCDHFXY9MQJRF27",""
"2025-06-18 10:29:35",1750242575620,"analyzer2-phi.vercel.app/dashboard/calls/3cd8fe01-88b7-4bee-b825-40bcdcc11d05","GET","",200,"vhxr9-1750242575466-e366709cfefe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/dashboard/calls/[id]","analyzer2-phi.vercel.app","analyzer2-phi.vercel.app","dpl_6fvRGoei4BzoSPLE5N7hqc17N8zq",241,"fra1",133,1769,"","prj_upyZeSo9eCjW2inPFbp15ci8JGgy","","","01JY19CH847TCDHFXY9MQJRF27","HyLI3aiR04XK"
